20Kb_5End 20Kb_3End Within Within+10Kb
24000 2914 176849 185000
27322 0 75322 85322
32534 25406 24062 39467
30293 16508 37708 54216
1993 0 8000 8000
0 0 0 0
0 0 130000 130000
11705 16435 0 6435
26767 0 79234 86000
0 0 0 0
0 0 0 0
0 0 0 0
0 0 NA 0
17000 17000 NA 12272
0 0 0 0
13066 14117 0 4117
25252 0 145749 151000
22859 6421 122142 125000
9402 0 16000 16000
0 0 0 0
0 0 0 0
0 0 NA 0
1253 4296 0 0
18753 19001 24000 24000
21726 24250 22026 28000
12860 13240 0 3240
26232 38000 13005 29236
35977 0 44977 54977
0 0 0 0
0 32000 18837 28837
24609 21215 3395 14609
0 20000 11780 20000
0 0 25000 25000
0 15000 268000 268000
10062 967 0 62
23990 21944 109068 115000
16573 0 0 6573
0 0 0 0
0 29000 45068 55068
4572 0 14000 14000
0 0 NA 0
27604 9608 60397 68000
17570 9397 36000 36000
24660 36111 41452 56111
34425 27395 7031 24425
0 0 NA 0
0 13380 15000 18380
23117 17311 49884 53000
30231 15000 90762 110762
15000 15000 NA 14413
8882 8813 NA 0
14000 14000 NA 4949
14000 14000 4933 14000
9260 4355 0 0
0 0 0 0
0 8346 270000 270000
0 31713 182713 192713
16102 12471 0 6102
0 0 0 0
21731 0 26270 28000
15700 0 44000 44000
16000 0 50419 60000
0 0 190000 190000
14000 14000 NA 8652
687 1172 0 0
6265 6388 0 0
18750 0 30000 30000
21000 21000 NA 16438
0 18243 124000 124000
0 0 0 0
18781 18327 0 8781
25100 26262 120640 132000
0 0 15000 15000
0 0 0 0
0 0 0 0
9000 9000 NA 2043
0 0 NA 0
0 0 NA 0
27000 21506 18189 27000
19840 21481 36520 38000
0 27631 174370 182000
17000 13108 28662 38662
0 0 0 0
0 0 0 0
18326 9109 NA 0
5455 0 37000 37000
0 13001 21000 21000
18281 32791 31210 41210
16267 10402 0 6669
19000 18852 19000 19000
16993 17480 NA 6993
12122 14092 0 4092
18000 18000 17028 18000
9143 7753 0 0
25643 17556 40358 46000
4686 1359 0 0
0 5906 0 0
14042 30169 10169 20169
30359 32320 NA 18040
26884 9654 71884 81884
19815 0 44000 44000
0 0 0 0
0 0 0 0
15542 27721 25280 33000
0 4001 105000 105000
19872 0 61000 61000
0 0 0 0
0 3941 0 0
29485 26806 18711 35000
0 0 0 0
0 0 0 0
0 13566 60000 60000
0 0 94000 94000
0 38901 18901 28901
40001 40001 NA 18403
40001 22945 20656 33600
12273 27910 7910 20183
40001 40001 NA 10852
40001 0 20101 30101
4735 0 16000 16000
0 0 0 0
0 682 0 0
24912 28214 116876 130000
23000 0 65664 70000
21000 26989 43066 52000
0 0 0 0
22318 19241 48683 51000
0 0 0 0
0 21752 42249 44000
5085 26286 34715 41000
0 0 0 0
0 0 0 0
2545 19352 29000 29000
0 28392 105609 114000
0 20932 72932 82932
24066 27269 3204 17269
30937 39409 8473 28473
29526 16910 206526 216526
0 0 0 0
0 0 0 0
1221 20926 133075 134000
0 16000 460647 462000
13335 40001 20978 30978
16736 23823 108178 112000
0 0 0 0
6321 31635 27635 37635
14000 20000 59508 74000
0 0 NA 0
3604 3714 0 0
20343 0 35658 36000
0 0 0 0
0 21000 18107 21000
17001 15000 65516 66000
30481 22993 46528 59520
0 0 198000 198000
0 0 NA 0
27871 25040 93091 106000
20826 14660 111175 112000
25132 0 51869 57000
16000 16000 56 16000
0 0 0 0
24000 24000 8111 24000
1277 0 43000 43000
20000 20000 6894 18786
0 21638 36363 38000
18498 19000 13705 19000
14229 25000 17952 25000
4027 0 15000 15000
38884 0 148117 158117
34123 0 23878 33878
29693 0 62308 72000
19000 17516 11080 19000
31886 0 64115 74115
14000 0 14000 14000
24993 14845 50008 55000
31032 12931 72969 82969
0 13879 23000 23000
12825 0 0 2825
0 24233 53768 58000
29568 21868 64566 76000
0 0 NA 0
0 0 0 0
30775 0 125226 135226
0 0 171000 171000
0 40001 120623 130623
30233 0 99768 109768
24193 0 125808 130000
27892 0 172109 180000
0 0 0 0
21000 21000 97 13248
0 3592 119000 119000
0 0 0 0
11347 21232 37769 39000
25546 17000 94224 107000
14188 27554 107447 115000
0 0 0 0
35904 24156 115942 130097
0 11001 22000 22000
15000 0 175350 178000
0 0 132000 132000
26845 32303 47854 64698
3464 3497 NA 0
29000 25682 8404 24085
16832 19000 17351 19000
16339 15321 21000 27339
23000 23000 NA 16921
0 0 0 0
0 0 23000 23000
0 183 61000 61000
18000 18000 6225 18000
0 16000 16000 16000
21821 22425 24756 29000
7276 6455 0 0
5626 23716 36285 40000
20335 12945 37666 38000
0 22467 2467 12467
26000 20001 18192 26000
22684 30000 16881 29564
26820 0 6820 16820
0 0 NA 0
20886 8018 14886 16000
16515 31699 11699 21699
36691 27635 9057 26691
16206 21675 25326 27000
10064 0 22000 22064
19718 13000 37000 37000
12088 18296 67000 69088
0 3330 0 0
29395 30754 1360 20754
32505 21240 11266 22505
12760 3427 0 2760
15000 15000 8282 15000
0 30836 20165 30165
19788 28234 24767 33000
20451 24000 15042 24000
10906 7747 27000 27000
0 0 0 0
28350 22257 19395 30000
9793 9012 0 0
0 0 0 0
25927 0 20074 26000
0 0 94000 94000
9863 35000 15615 25615
16709 14000 9738 14000
13722 17222 21000 24722
22785 20698 40519 44000
17001 24976 40000 40000
12262 13347 NA 2262
9315 20000 17941 20000
0 0 0 0
0 0 0 0
0 0 0 0
9136 8483 NA 0
18000 18353 18000 18000
22765 34967 18270 31034
31811 17919 11811 21811
0 0 0 0
0 0 0 0
6962 7239 0 0
24649 22042 55311 62000
21231 24477 25294 31000
17947 21000 17704 21000
17785 16362 0 7785
27200 33509 6310 23509
0 0 0 0
0 13534 0 3534
21329 34092 26581 37909
29573 22153 7421 19573
16937 1528 0 6937
25779 18278 40222 46000
9887 9976 0 0
16873 30985 10985 20985
12634 15957 32000 32000
21245 0 120756 122000
0 7819 0 0
16488 17106 0 7106
18000 18000 13572 18000
9089 13755 NA 0
7541 10743 0 743
20609 196 34392 35000
31403 13305 34598 44598
0 0 0 0
0 11636 0 1636
14117 16899 51000 51000
7309 4632 0 0
3273 2968 0 0
13000 13000 9545 13000
10720 13284 12000 12720
17000 17000 0 8798
17000 19590 7952 17000
16825 15000 8466 15000
15000 15000 0 9250
0 6625 0 0
13121 13006 NA 3006
22000 22000 7543 21163
5061 0 0 0
22000 16701 15813 22000
14237 23000 17712 27237
0 0 0 0
16601 17958 0 7958
19000 15875 13202 19000
21160 19790 23841 25000
588 622 NA 0
0 15617 0 5617
23231 13001 40770 44000
15000 15000 830 11154
20001 20001 NA 3741
23078 40001 25187 45187
37282 22610 14673 27282
30789 40001 21317 41317
40001 34774 16164 36164
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
20341 21492 26169 28000
13204 14121 NA 3204
8810 6885 0 0
1966 748 0 0
0 0 NA 0
0 0 0 0
0 0 0 0
25523 4071 165478 171000
24304 22154 150544 157000
396 25883 364118 370000
14212 23405 43596 47000
5364 22240 31761 34000
23818 0 118183 122000
16339 31929 31072 41072
8614 20906 27095 28000
29077 19000 42053 58000
0 0 0 0
15889 27709 104292 112000
0 0 0 0
20228 27413 21361 29000
0 28651 43350 52000
23108 27579 30315 41000
15000 14160 122000 128976
6452 13293 NA 0
20853 12000 34148 35000
0 20941 53060 54000
14000 10884 45000 45000
15187 0 160000 160000
31162 0 69839 79839
15373 22488 21513 24000
0 0 0 0
40001 27046 14447 31492
0 0 NA 0
0 17000 70316 77000
0 0 0 0
0 23873 46128 50000
13000 13000 5551 13000
8650 25541 25460 31000
0 11228 101000 101000
0 0 43000 43000
8221 8852 0 0
0 0 15000 15000
2322 12750 56000 56000
32506 26135 18361 34495
8164 23348 29653 33000
0 0 0 0
0 0 0 0
0 8550 120000 120000
12224 0 141000 141000
0 15775 153000 153000
7288 0 0 0
27814 17748 63187 71000
13778 10425 0 3778
38590 27000 78778 97411
0 0 0 0
0 0 0 0
0 0 35000 35000
0 0 98000 98000
14878 7659 54000 54000
22241 3542 270760 273000
9416 9726 NA 0
12016 0 296000 296000
0 0 18000 18000
0 0 0 0
0 0 0 0
0 13671 107000 107000
20349 11929 29652 30000
3230 12815 349000 351815
0 0 NA 0
0 0 NA 0
0 0 0 0
6665 0 82000 82000
19000 0 38372 41000
0 6174 26000 26000
29078 22285 157208 176285
25674 12589 108327 114000
27108 0 53893 61000
0 0 0 0
27039 25738 25225 38000
2546 412 29000 29000
0 19851 43000 43000
26617 0 82384 89000
36000 0 52236 62236
17000 11997 8454 17000
0 0 0 0
0 0 0 0
14567 0 46000 46000
0 14419 34000 34000
29931 0 30070 40000
0 0 0 0
0 0 0 0
25000 0 18702 25000
0 0 0 0
33339 40001 89010 109010
0 0 0 0
14130 22712 103289 106000
13158 40001 36368 46368
35054 23819 11236 25054
0 0 0 0
0 0 43000 43000
34374 18000 22273 42273
29644 27084 25274 42000
18503 23541 45460 49000
0 0 30000 30000
1395 7897 0 0
16000 0 13402 16000
0 0 0 0
26717 21873 46412 55000
0 0 0 0
17000 14035 6073 16073
0 0 0 0
0 0 122000 122000
13000 13000 11581 13000
0 0 0 0
26039 25767 273 16039
0 854 0 0
22068 37445 64489 76556
0 20671 64330 65000
24523 24914 27565 37000
0 22900 22101 25000
0 0 0 0
29017 28067 NA 18067
0 0 52000 52000
40001 40001 NA 17649
40001 30566 10642 30642
0 26629 95372 102000
17091 21505 63496 65000
0 0 NA 0
0 0 0 0
34608 32493 72901 92901
5056 0 0 0
23050 0 34951 38000
0 0 0 0
0 16117 41000 41000
30373 26536 51093 67628
28367 0 23634 32000
17832 17995 0 7995
23437 27378 3942 17378
40001 12541 59203 69203
0 0 NA 0
19508 20000 16541 20000
3321 3942 NA 0
0 0 0 0
24294 22933 19775 27000
14647 0 NA NA
21000 21000 2796 19990
13569 4001 NA 0
13509 22862 29139 35509
11603 25441 53560 59000
17000 16297 17000 17000
27536 14372 25465 33000
0 0 0 0
0 0 NA 0
13191 13901 0 3901
24923 13882 23078 28000
24126 26170 30706 41000
0 0 0 0
0 24250 49751 54000
0 0 0 0
25481 16052 38520 44000
0 0 0 0
9904 19690 0 9690
23001 30220 31999 44781
0 0 0 0
23030 22882 149 13030
12745 9502 0 2745
26827 23697 16478 27000
0 0 0 0
25897 36008 23097 38993
22358 22847 NA 12358
0 23581 3581 13581
28010 21845 6166 18010
0 17023 23000 23000
14285 14330 0 4330
21174 23147 28681 33000
0 0 0 0
13702 24960 26041 34702
8919 11459 50000 50000
0 0 0 0
0 0 70000 70000
25144 21816 142042 149000
4575 0 0 0
16000 16000 220 11095
0 32000 17760 27760
0 0 0 0
25285 23856 43861 53000
16000 29609 66056 76000
10065 10290 NA 65
0 0 0 0
1169 1339 NA 0
0 0 0 0
21000 21000 3434 21000
0 18555 87000 87000
0 24000 19557 24000
10565 6407 0 565
23000 0 17905 23000
2299 2898 0 0
16000 16000 9700 16000
0 0 0 0
0 0 0 0
30575 0 42426 52426
0 0 0 0
14390 14470 0 4470
19000 19000 56 12652
12001 12001 0 0
26763 27000 NA 16763
0 0 0 0
0 15000 9671 15000
10333 1764 0 333
4444 6537 0 0
16000 12689 15189 16000
25000 11224 18826 26224
25000 25000 3789 19094
16955 0 0 6955
0 0 0 0
20000 20000 9936 20000
20301 24344 51958 66301
0 0 NA 0
0 23365 47636 51000
0 17792 58000 58000
0 0 0 0
0 0 0 0
28180 21585 50237 60000
0 0 0 0
0 0 0 0
0 0 0 0
12612 25002 55999 61000
0 0 0 0
27992 16000 44009 52000
13544 0 0 3544
0 0 NA 0
12507 15527 0 5527
20000 16346 13119 20000
24391 22682 18929 26000
0 0 0 0
21265 20814 20923 23000
5299 7077 NA 0
2266 16924 30000 30000
2884 0 0 0
0 0 NA 0
0 0 0 0
28154 30000 8506 26659
0 0 0 0
0 0 0 0
0 0 33000 33000
40001 21001 20786 30786
21001 15000 29245 33000
778 19000 14924 19000
0 12263 189000 189000
13529 15003 70000 75003
18286 0 45000 45000
22812 37578 32612 45423
31777 0 138777 148777
0 23806 55195 59000
0 0 0 0
0 0 0 0
0 17654 113000 113000
0 0 0 0
0 0 NA 0
0 0 0 0
0 0 0 0
0 11983 14000 14000
4893 16000 28877 30000
0 0 0 0
0 0 0 0
0 0 0 0
6052 0 NA NA
0 0 0 0
25143 2380 22858 28000
23777 0 58224 62000
0 5196 58000 58000
16997 30417 37584 47584
20504 12132 29497 30000
0 0 0 0
0 14000 11170 14000
26687 21349 78966 87000
12779 8268 0 2779
0 0 0 0
0 0 0 0
27510 15166 28491 36000
15000 0 72647 82000
32159 15674 43159 53159
22000 0 16442 22000
0 13938 36000 36000
24949 11831 70052 75000
15000 0 11982 15000
24000 23340 13514 24000
0 0 62000 62000
40001 35726 31484 51484
0 6709 111000 111000
26034 9445 29967 36000
14829 0 27000 27000
0 0 NA 0
0 0 0 0
0 0 0 0
2549 0 54000 54000
0 26359 53642 60000
21476 15240 47765 55000
19938 13000 82938 90747
0 0 0 0
20000 0 74175 83000
31822 0 217179 227179
0 0 0 0
0 2761 13000 13000
28526 26929 37547 53000
0 7448 99000 99000
34971 33438 47593 67593
4158 32816 239185 249185
5696 0 415000 415000
40001 22641 131043 143683
12759 10090 28000 30759
0 0 NA 0
0 0 NA 0
29000 8985 197150 207000
22141 11000 107860 110000
0 0 0 0
0 21000 63763 73763
21198 17198 192198 202198
29735 570 43266 53000
26000 21454 18238 26000
753 0 18000 18000
577 409 NA 0
23138 19297 42863 46000
14118 16000 14000 28086
16000 9497 11298 16000
24743 21661 47598 54000
0 17029 50000 50000
34257 26000 44919 61744
27715 29713 15574 33000
0 19663 114000 114000
18046 0 67000 67000
31045 0 52956 62956
0 14347 44000 44000
32284 0 43717 53717
15747 22352 63649 66000
7238 10994 31000 31000
6495 26942 30059 37000
0 17402 50000 50000
0 24699 117302 122000
21176 39390 18215 29390
40001 0 114633 124633
15875 16299 NA 5875
6642 543 0 0
28268 0 33733 42000
8064 32115 28886 38886
0 0 0 0
28370 18954 152631 161000
19916 22955 38046 41000
0 13000 32494 34000
8446 10573 NA 0
0 0 0 0
0 0 0 0
25720 19143 74281 80000
0 0 0 0
26000 11160 56943 63000
0 22978 30023 33000
0 0 0 0
0 20188 46813 47000
0 0 9000 9000
25401 22000 88243 96000
5172 0 70000 70000
0 0 NA 0
0 0 0 0
12000 0 52004 59000
0 3563 0 0
17000 0 12237 17000
0 0 0 0
0 19285 761000 761000
27122 20411 63469 71000
21013 0 1044988 1046000
0 0 110000 110000
0 0 0 0
0 0 NA 0
0 0 NA 0
19592 13888 32000 32000
18677 5776 69000 69000
39395 11194 122606 132606
29251 13001 24750 35349
20000 20000 43 14425
0 0 0 0
0 24000 115794 124000
26001 24000 NA 6348
30000 18210 15670 25670
29186 6576 133815 143000
25315 0 59686 65000
25613 28715 74674 89000
0 7891 69000 69000
2914 25073 1110928 1116000
0 16001 70000 70000
30512 33000 5645 25645
4101 0 17000 17000
21688 4609 127313 129000
0 0 0 0
26737 21000 180951 194000
14375 526 15000 15000
0 29090 38911 48000
17552 0 51000 51000
34195 19261 56806 66806
18880 25974 64027 70000
16689 0 55000 55000
13261 28083 35918 44000
0 40001 35217 45217
40001 16733 99837 109837
0 809 0 0
40001 26821 14398 31218
0 26649 209352 216000
13522 29339 60339 70339
31000 23371 10469 23839
8643 8603 0 0
0 298 NA NA
0 0 NA NA
0 8981 138000 138000
21513 16215 79488 81000
5284 5275 0 0
10604 8818 321000 321000
0 0 90000 90000
16081 23121 49880 53000
0 0 0 0
15000 15000 NA 11050
13579 14424 16000 19579
13838 5115 0 3838
0 29905 45905 55905
8085 0 38000 38000
0 32000 63691 73691
0 10111 20000 20000
0 0 NA 0
5400 16000 16000 16000
0 0 0 0
23000 40001 43813 59259
10161 7868 0 161
0 0 0 0
12543 20989 27012 28000
0 0 39000 39000
27087 20000 39275 48000
0 1058 0 0
0 2526 0 0
17000 17000 10269 17000
7936 176 0 0
35589 40001 32981 52981
35736 35652 85 20085
33073 33124 NA 19950
29229 21889 7341 19229
13747 0 14000 17747
0 25073 24928 30000
17811 0 0 7811
0 0 NA 0
0 0 NA 0
882 0 15000 15000
27654 18371 59347 67000
0 0 0 0
0 0 0 0
0 0 NA 0
5320 4276 NA 0
17518 3804 168000 168000
28176 37145 8970 27145
28735 0 32735 42735
0 0 0 0
0 15821 0 5821
25790 21148 19064 26000
2607 1282 0 0
0 13436 0 3436
18000 18000 13630 18000
8149 3892 0 0
14000 17751 6376 14000
24561 17000 11831 17000
12253 11229 0 2253
19000 18973 NA 8973
19000 7665 48335 53000
27000 27000 NA 16195
27000 27000 NA 15941
20032 10504 32 10032
5606 0 0 0
0 0 0 0
7280 0 11000 11000
0 0 0 0
0 0 0 0
0 27403 23403 33403
35000 25635 10915 26549
22824 22828 NA 12824
20203 20001 203 10203
20001 0 14000 18221
0 0 0 0
9661 9627 NA 0
16449 16848 0 6848
19881 26319 6319 16319
40001 39258 1105 21105
33055 14198 13055 23055
12001 12001 0 0
16331 18655 0 8655
19000 0 13758 19000
0 0 NA 0
0 0 9000 9000
40001 24673 613825 628497
0 0 0 0
0 0 0 0
24608 23311 NA 13311
19182 12684 0 9182
26011 20008 83983 90000
27789 40001 25453 43241
32284 0 12284 22284
14431 18000 89319 97000
15000 10565 116000 116000
17981 11000 33134 34000
0 0 0 0
21390 40001 80203 91592
40001 8065 25971 35971
19854 0 49000 49000
22774 35000 15339 28112
0 0 0 0
0 0 0 0
19700 40001 83716 93716
40001 0 24045 34045
28511 29478 17013 35000
0 9232 57000 57000
0 23884 89117 93000
3567 13813 15000 15000
3755 0 62000 62000
0 0 131000 131000
29000 25575 4576 20150
2823 3014 0 0
25737 30386 4650 20386
38423 14000 55578 65578
0 0 0 0
0 31480 564521 574521
17000 14000 NA NA
24001 23000 9667 22301
8486 7802 NA 0
15000 15000 620 15000
0 0 0 0
28744 12389 509257 520389
25000 25000 6 20006
14610 10765 0 4610
8597 4110 0 0
0 0 0 0
23141 0 23860 27000
0 0 0 0
27922 9192 29079 37000
7510 0 0 0
0 0 0 0
0 0 0 0
16000 16000 NA 15734
2724 8692 NA 0
13821 11783 0 3821
32156 0 12156 22156
19050 18521 49000 49000
30840 40001 26769 46769
0 23000 9879 19879
17241 0 60000 67241
15446 0 26000 26000
11421 11520 0 1520
40001 0 104288 114288
0 0 0 0
0 0 0 0
25000 25000 11271 25000
3695 2104 0 0
1717 1911 0 0
17000 15016 46000 46000
20000 6316 43847 48000
33000 14000 78566 96000
7001 9653 0 0
24150 25001 24851 32201
27915 26472 20615 35000
8568 9276 71000 71000
21571 10334 26430 28000
0 0 0 0
207 2348 0 0
16932 26174 54827 61000
4874 2172 0 0
0 0 0 0
0 0 0 0
23577 21000 99213 104000
0 0 44000 44000
0 25930 46071 52000
0 12484 14000 14000
0 0 NA 0
12798 23740 65261 69000
10636 0 105000 105000
30606 15790 30395 40395
0 0 NA 0
0 23638 143363 147000
14000 0 13877 14000
0 0 0 0
0 0 47000 47000
25000 4837 NA NA
25000 24532 44895 59426
0 27001 111000 120245
29000 24542 10393 24934
0 0 0 0
1077 831 NA 0
19452 0 89000 89000
7415 17771 22000 22000
17977 19000 12074 19000
0 14715 85000 85000
21000 0 2245 12245
24093 13245 46908 51000
27580 5070 27421 35000
25758 24319 55925 66000
0 27253 72748 80000
0 0 NA 0
0 0 NA 0
28409 22182 101411 112000
611 24923 53078 58000
5310 3110 30000 30000
0 0 65000 65000
11840 40001 135124 145124
14521 21176 53825 55000
0 0 NA NA
0 0 NA 0
18234 18699 0 8699
36083 21984 37100 49083
14330 6671 NA 0
25005 35487 19510 34514
3563 8210 NA 0
8549 10517 0 517
29532 36911 31559 51090
27308 30495 3188 20495
0 0 0 0
0 11142 28000 28000
29158 16404 67843 77000
6868 20774 25227 26000
0 3847 0 0
17000 17000 NA 11731
0 27689 72312 80000
18000 18000 11616 18000
0 23001 30000 38847
13084 0 60000 60000
0 0 0 0
18000 0 32222 33000
0 22880 46121 49000
14100 22000 37165 40000
19947 0 73000 73000
0 22858 43143 46000
0 0 0 0
19400 0 20000 20000
36000 14678 34652 44652
6643 18000 16577 18000
0 0 0 0
0 0 0 0
27989 0 60012 68000
17000 17000 16628 17000
6627 12289 NA 0
19103 40001 36552 46552
19804 19503 0 9804
0 10876 21000 21000
0 0 0 0
0 0 NA 0
0 14862 26000 26000
0 0 0 0
15395 21933 22068 24000
22245 25408 26349 34000
3552 0 0 0
0 0 0 0
10236 11923 0 1923
17000 16180 8814 17000
0 0 0 0
25335 33476 34142 49476
36934 14000 40067 50067
14000 21042 82959 84000
0 0 NA NA
5422 0 NA NA
18929 20743 66258 67000
0 0 0 0
0 34887 47887 57887
39035 0 45966 55966
0 0 0 0
0 0 NA 0
0 0 0 0
0 7984 14000 14000
12296 12212 NA 2212
23818 13662 30183 34000
23117 29255 55630 68000
0 0 0 0
26448 0 NA NA
26551 28576 38875 54000
0 16000 191872 197000
24000 8672 45900 52000
33862 0 45139 55139
28722 5002 24279 33000
25810 14109 29191 35000
0 0 462000 462000
0 0 NA 0
23000 23000 8175 23000
10854 9774 NA 0
12097 18505 22000 22000
0 15214 53000 58214
30494 13989 75507 85507
0 0 0 0
13107 0 28000 28000
0 0 0 0
22000 22156 45364 53000
10395 0 0 395
32824 22000 34975 54975
0 0 53000 53000
27189 17047 36812 44000
21000 0 11102 21000
16120 13667 18000 24120
0 0 0 0
20000 20000 9500 20000
16739 16721 0 6739
0 0 0 0
24048 20426 45528 50000
9309 0 20000 20000
26666 21461 65875 74000
18727 18706 0 8727
16566 0 0 6566
0 0 0 0
0 11001 103000 103000
17592 17627 36 11409
26193 27181 989 17181
32000 21886 11082 22967
19410 0 0 9410
29000 28162 89492 107653
16939 0 34000 40939
27667 39160 11494 29160
29696 17407 9696 19696
0 0 NA 0
18626 23447 3447 13447
37000 25232 12005 27236
0 28361 57640 66000
0 7919 78000 78000
0 0 0 0
0 0 NA NA
25364 21029 32666 48029
17398 26216 26785 33000
18000 6367 58000 58000
130 19877 31000 31000
12143 0 34000 34000
33250 0 249250 259250
13327 26137 29864 36000
20130 21001 21871 22000
0 26288 20713 27000
956 1046 NA 0
0 0 0 0
15819 20178 178 10178
23137 29004 70861 83000
0 27189 21812 29000
21000 14286 15163 21000
25800 13000 50201 56000
5224 8880 12000 12000
20363 27273 40366 48000
7169 22995 2995 12995
26449 32520 6072 22520
40001 24121 19470 33590
17832 18769 NA 7832
0 0 NA 0
0 0 0 0
0 0 0 0
23928 26001 57073 64624
14000 14000 192 14000
0 22059 93942 96000
4943 9522 0 0
19000 19000 5774 16338
5169 4316 0 0
26089 0 39912 46000
15000 5909 10306 15000
19893 22000 18004 22000
0 0 NA 0
0 0 0 0
40001 8453 33995 43995
17936 0 109000 116936
28129 17816 531872 540000
702 5431 66000 66000
11069 0 62000 62000
0 0 0 0
0 0 22000 22000
0 0 NA 0
19811 0 96000 96000
32000 0 87132 97132
0 0 108000 108000
29378 5217 22623 32000
16000 16000 124 13273
16000 0 10409 16000
24000 24000 14902 24000
19643 16542 0 9643
36000 33085 3655 23655
31622 27001 11622 22727
21521 14000 11268 14000
21000 0 7296 17296
6341 0 16000 16000
9041 17541 0 7541
27489 0 34512 42000
28395 27190 203417 219000
9450 13596 62000 62000
19505 22475 181526 184000
0 4674 14000 14000
0 0 210000 210000
22000 22000 13253 22000
22798 22939 142 12939
26390 18000 89834 97000
6338 1625 25000 25000
0 23080 36921 40000
11554 5001 0 1554
20000 20000 3773 14854
18000 18000 2159 12159
18000 0 13647 18000
19257 23498 3498 13498
28660 23784 19558 32000
19000 5030 15460 19000
4355 8081 0 0
16000 16000 7951 16000
16000 15935 0 6094
16676 16283 NA 6283
23768 15001 41233 46411
15001 16627 13627 15000
23001 27159 20159 31986
29000 15924 18290 28290
22553 27965 56484 67000
0 0 0 0
0 0 0 0
8249 14550 0 4550
29718 31000 5888 25605
21762 18628 32239 34000
16000 16000 13405 16000
13537 1282 40000 40000
21354 19052 49647 51000
0 22103 22898 25000
0 0 0 0
27000 27000 NA 18430
14865 10981 45000 45000
17000 17000 109 11430
0 0 NA 0
2001 2007 0 0
16000 3245 29808 33000
0 0 0 0
27000 15907 17993 27000
20312 0 29689 30000
0 0 0 0
0 0 0 0
0 0 NA 0
0 0 0 0
40001 34342 22733 42733
0 12000 12000 12000
17000 17000 3807 14284
7213 5312 0 0
0 0 0 0
0 28075 29926 38000
20000 20000 11475 20000
0 0 0 0
0 0 NA 0
30000 29001 27124 43798
29001 32000 10110 24185
0 0 0 0
0 5528 22000 22000
24618 0 33383 38000
0 0 0 0
20000 20000 15148 20000
0 0 245000 245000
0 9297 0 0
19421 0 38000 38000
10571 22499 55502 58000
27047 19877 66954 74000
24000 0 80657 89000
24761 8734 48240 53000
28859 0 57142 66000
11000 0 68000 68000
23593 29143 5551 19143
36777 25613 11165 26777
9606 24425 58576 63000
4281 19332 35000 35000
20000 13496 13988 20000
0 18133 46000 46000
0 11094 14000 14000
27000 0 15970 25970
783 25177 58824 64000
1493 0 NA 0
26004 6302 NA 0
23463 18885 53538 57000
20434 19483 434 10434
16000 16000 10005 16000
21000 18001 12753 21000
17000 17000 10920 17000
40001 0 123986 133986
0 0 0 0
3689 3844 NA 0
0 0 NA 0
19709 0 46000 46000
23289 18882 82712 86000
27945 15524 47056 55000
15484 16206 0 6206
0 0 17000 17000
25231 25181 51 15231
24480 32771 78751 93230
0 0 12000 12000
0 6599 18000 18000
28178 32611 21213 39390
16000 16000 3274 16000
0 0 0 0
0 0 0 0
23100 0 102901 106000
14562 15000 NA 4562
0 0 0 0
17734 14000 63000 63000
30000 20194 16725 26918
0 0 38000 38000
27673 0 192328 2e+05
18115 19003 47000 47000
3261 14931 NA 0
19221 24334 30667 35000
0 0 0 0
0 22209 40792 43000
0 0 0 0
24142 23767 73093 81000
18768 18244 0 8768
0 0 0 0
25290 34000 9721 25010
31596 29286 2311 21596
1443 10192 0 192
17000 17000 60 14114
22000 22000 5438 22000
0 0 0 0
0 40001 45830 55830
33133 0 33133 43133
17000 17844 12196 17000
27978 5716 59023 67000
16000 16000 13826 16000
0 0 0 0
27044 0 7044 17044
23000 23000 12713 23000
0 0 0 0
14000 8383 4373 14000
29632 0 NA NA
3671 0 31000 31000
1237 3543 0 0
20916 20847 70 10916
0 0 NA 0
0 0 0 0
0 0 NA 0
0 0 18000 18000
19339 28901 99100 108000
0 0 0 0
23000 24000 34513 47000
9462 26485 96516 103000
0 0 NA 0
0 0 0 0
35550 24861 20591 35451
6797 13128 94000 94000
0 20079 97922 98000
18557 23716 25285 29000
0 0 0 0
0 0 0 0
0 13873 188000 188000
23516 0 59485 63000
28933 22001 50068 68862
40001 40001 NA 19079
28001 18370 138586 148586
919 0 NA 0
23312 40001 18836 32147
17874 16632 0 7874
18000 18000 9357 18000
27341 6227 56660 64000
0 26335 39666 46000
0 29475 25526 35000
0 0 0 0
0 28000 32050 42000
0 0 36000 36000
23476 17000 38831 49000
0 35455 40546 50546
24037 0 36037 46037
15082 13000 51000 51000
2477 20000 24840 34840
0 7103 NA 0
0 20000 17397 20000
18001 19545 29000 29000
12313 11931 0 2313
24000 21656 16639 24000
12202 11674 0 2202
4538 7131 0 0
20000 18245 14491 20000
15195 0 0 5195
21197 36770 80428 100428
30732 25706 5027 20732
17408 3282 0 7408
13000 13000 8817 13000
22000 13578 12370 22000
22811 35425 12615 25425
40001 40001 NA 19199
33358 17000 54979 65358
0 0 0 0
0 0 0 0
13000 4306 57000 62864
28814 9476 26187 35000
25786 26042 26174 38000
11001 6643 64000 64000
32000 9531 13674 23674
0 0 0 0
13950 27624 106377 114000
31000 25000 28773 48773
1292 15000 49427 58000
10462 14825 NA 462
0 24000 19772 24000
11799 17905 0 7905
